id,Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
1465,"WINDELØV, Mr Einar",21,3rd Class Passenger,3101317£7 5s,Southampton,Dairy Worker,
1466,"WINSER, Mr Rowland",35,Victualling Crew,,Southampton,Third Class Steward,
1467,"WIRZ, Mr Albert",17,3rd Class Passenger,315154£8 13s 3d,Southampton,Farmer,[131]
1468,"WISEMAN, Mr Philip",53,3rd Class Passenger,34244£7 5s,Southampton,Merchant,
1469,"WITCHER, Mr Albert Ernest",39,Engineering Crew,,Southampton,Fireman,
1470,"WITT, Mr Henry Dennis",37,Engineering CrewSubstitute Crew,,Southampton,Fireman,
1471,"WITTEVRONGEL, Mr Camilius Aloysius",36,3rd Class Passenger,345771£9 10s,Southampton,Farmer,
1472,"WITTMAN, Mr Henry",38,Victualling Crew,,Southampton,Bedroom Steward (1st Class),[315]
1473,"WITTS, Mr William Francis",35,Engineering Crew,,Southampton,Trimmer,
1474,"WOOD, Mr Henry",31,Engineering Crew,,Southampton,Trimmer,
1475,"WOOD, Mr James Thomas",49,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
1476,"WOODFORD, Mr Frederick Ernest",40,Engineering Crew,,Southampton,Greaser,[163]
1477,"WOODWARD, Mr John Wesley",32,2nd Class PassengerMusician,250654,Southampton,Musician,
1478,"WOODY, Mr Oscar Scott",41,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,[167]
1479,"WORMALD, Mr Henry Frederick Charles",45,Victualling Crew,,Southampton,Saloon Steward,[144]
1480,"WORTHMAN, Mr William Henry",37,Engineering Crew,,Southampton,Fireman,
1481,"WRAPSON, Mr Frederick Bernard",18,Victualling Crew,,Belfast,Assistant Pantryman Steward,
1482,"WRIGHT, Mr George",62,1st Class Passenger,113807£26 11s,Southampton,Businessman,
1483,"WRIGHT, Mr Frederick",24,Victualling Crew,,Southampton,Squash racquet court attendant,
1484,"WYETH, Mr James Robert",25,Engineering Crew,,Southampton,Fireman,
1485,"YAZBAK, Mr Antūn Mūsà",27,3rd Class Passenger,2659£14 9s 1d,Cherbourg,General Labourer,C
1486,"YONKOV, Mr Lazar “Lalyo”",23,3rd Class Passenger,349204£7 17s 11d,Southampton,General Labourer,
1487,"YOUNG, Mr Francis James",32,Engineering Crew,,Southampton,Fireman,
1488,"YOUSSIFF (SAM'AAN), Mr Gerios",45,3rd Class Passenger,2628£7 4s 7d,Cherbourg,,
1489,"YVOIS, Miss Henriette Virginie",22,2nd Class Passenger,248747£13,Southampton,,
1490,"ZAKARIAN, Mr Haroutioun",27,3rd Class Passenger,2670£7 4s 6d,Cherbourg,General Labourer,
1491,"ZAKARIAN, Mr Mampré",22,3rd Class Passenger,2656£7 4s 6d,Cherbourg,,[304]
1492,"ZANETTI, Sig. Minio",20,Restaurant Staff,,Southampton,Assistant Waiter,
1493,"ZARRACCHI, Mr Leopoldo",24,Restaurant Staff,,Southampton,Wine Butler,
1494,"ZIMMERMANN, Mr Leo",29,3rd Class Passenger,315082£7 17s 6d,Southampton,Farmer,
1495,"ØSTBY, Mr Engelhart Cornelius",64,1st Class Passenger,113509£61 19s 7d,Southampton,Jeweller,[234]
